index,result,odds_home,odds_draw,odds_away,points_home,points_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,shots_given_home,shots_given_away,shots_conceded_home,shots_conceded_away,corners_difference_home,corners_difference_away
365.0,home win,6.5,5.0,1.4,10,11,12,15,8,3,74,123,77,38,-2,17
366.0,draw,11.0,7.0,1.2,7,10,4,10,5,7,67,99,48,41,-2,32
367.0,draw,2.3,3.25,3.1,1,5,5,3,11,8,44,65,63,70,-9,-3
368.0,home win,1.85,3.6,4.0,5,10,3,11,5,4,43,50,72,66,-15,-1
369.0,away win,1.91,3.5,4.0,4,6,3,8,12,13,54,54,87,79,-21,-4
370.0,home win,1.91,3.4,4.0,4,8,3,5,6,2,53,47,51,85,-1,-10
371.0,draw,1.85,3.8,4.5,8,10,7,6,6,3,107,75,35,45,41,9
372.0,home win,1.33,5.0,8.5,8,2,11,5,5,8,120,39,38,59,27,-5
373.0,home win,1.75,3.75,4.5,5,13,5,14,7,5,59,69,73,81,4,-18
374.0,draw,2.25,3.4,3.1,9,10,9,11,11,4,46,59,83,60,-11,-1
375.0,home win,1.36,5.0,7.5,3,3,2,7,8,12,62,79,61,57,-1,13
376.0,home win,1.8,3.75,4.2,7,5,7,3,4,5,41,57,68,59,-11,-15
377.0,away win,2.0,3.6,3.5,9,7,7,7,5,5,81,56,64,66,17,-8
378.0,away win,2.1,3.3,3.5,5,4,6,2,9,10,46,60,79,84,-14,-14
379.0,away win,4.0,3.1,2.05,7,8,8,4,10,4,68,48,64,60,3,-5
380.0,draw,2.55,3.3,2.7,10,1,9,4,7,9,51,46,67,65,-6,-3
382.0,home win,2.8,3.3,2.45,7,8,4,8,3,4,68,60,41,60,13,-8
383.0,draw,2.05,3.5,3.5,7,5,8,5,5,7,49,65,65,71,-3,7
384.0,home win,1.1,9.0,21.0,9,5,8,3,6,6,89,60,42,66,25,-12
385.0,home win,1.91,3.4,4.0,12,11,13,6,5,3,63,54,76,64,-26,-2
387.0,away win,3.4,3.4,2.1,8,7,5,8,2,6,42,59,98,72,-20,-12
389.0,draw,7.0,4.0,1.5,6,8,7,5,10,4,73,75,73,47,-2,12
390.0,home win,2.0,3.4,3.75,10,11,7,8,6,4,57,59,73,65,-3,-7
391.0,home win,1.55,4.2,5.5,5,7,5,3,7,3,63,66,72,49,2,13
392.0,home win,1.33,5.0,9.0,8,7,7,5,3,4,61,40,55,101,-4,-20
395.0,away win,2.5,3.2,2.88,2,5,4,5,8,6,50,49,65,64,3,-9
396.0,draw,2.2,3.2,3.4,5,7,3,4,7,7,55,59,64,62,-13,4
398.0,home win,7.5,5.0,1.36,5,8,4,8,5,6,75,102,68,48,13,29
399.0,away win,5.0,4.2,1.57,10,9,10,9,4,5,67,84,67,34,-10,22
401.0,home win,1.3,5.5,8.5,9,8,7,7,3,2,84,59,38,56,22,-17
402.0,draw,2.2,3.3,3.3,10,5,9,7,4,7,65,79,73,73,-19,15
403.0,draw,1.62,3.6,6.0,7,6,3,4,5,6,71,40,55,89,12,-6
404.0,away win,1.67,3.75,5.0,7,6,8,4,8,5,89,76,53,44,18,17
405.0,draw,3.5,3.2,2.15,8,10,5,8,5,2,52,71,61,67,-2,-10
406.0,home win,1.44,4.33,7.0,8,10,6,7,4,6,53,61,56,72,-1,-1
407.0,home win,1.62,3.75,5.5,8,2,8,4,6,8,66,45,80,68,-4,-5
408.0,away win,1.73,3.5,5.0,2,5,3,3,11,7,61,48,68,59,-3,-14
411.0,away win,1.44,4.2,7.5,5,8,4,4,4,4,50,46,60,54,-22,5
412.0,draw,1.44,4.2,7.5,9,8,6,9,4,6,62,64,58,70,13,-16
413.0,draw,2.0,3.3,3.75,2,8,5,3,10,4,44,82,69,55,-8,25
416.0,away win,15.0,7.5,1.18,4,11,2,7,6,1,43,78,84,33,-21,18
417.0,away win,1.44,4.5,6.5,5,6,8,4,8,3,78,60,71,64,15,9
418.0,home win,1.53,3.8,6.5,10,2,8,5,2,11,72,64,65,68,-14,-1
419.0,away win,3.6,3.3,2.05,9,10,5,9,6,5,60,69,63,56,4,4
421.0,home win,1.08,12.0,23.0,9,4,16,5,9,11,90,59,57,54,3,3
422.0,away win,6.0,3.8,1.57,6,9,4,7,4,5,65,63,70,53,8,9
424.0,away win,1.5,3.9,7.0,11,1,5,0,2,11,33,40,59,82,-2,-24
425.0,draw,9.0,5.0,1.33,8,13,4,12,5,1,81,75,51,36,27,12
426.0,home win,1.8,3.6,4.33,13,4,11,8,4,9,65,87,45,72,5,16
427.0,home win,3.1,3.4,2.25,2,4,7,3,11,4,60,51,65,50,-7,-15
428.0,home win,1.67,3.6,5.5,2,6,6,4,11,9,50,58,69,66,-3,3
430.0,away win,2.8,3.4,2.4,4,9,5,10,13,7,55,58,62,61,-2,8
431.0,draw,1.53,3.75,7.0,3,7,4,5,6,4,46,49,55,68,-11,-16
432.0,home win,1.67,4.0,4.75,11,13,7,9,4,3,70,69,48,39,13,11
433.0,home win,1.13,8.5,17.0,13,8,11,4,0,3,74,35,30,59,22,2
434.0,away win,3.0,3.2,2.4,4,5,1,8,10,10,48,59,65,58,-16,-6
435.0,away win,5.25,4.0,1.62,8,9,7,18,4,9,69,96,55,54,4,8
436.0,draw,2.7,3.25,2.6,2,5,3,7,10,8,36,47,67,58,-11,0
437.0,home win,3.0,3.2,2.38,3,6,2,3,10,5,49,62,60,59,-1,11
438.0,away win,2.05,3.4,3.6,4,5,7,4,14,5,40,61,66,76,-10,-3
439.0,draw,2.63,3.3,2.63,4,13,7,13,8,2,82,60,76,49,5,-8
440.0,draw,1.95,3.2,4.2,6,3,2,3,7,8,46,38,50,57,-1,-10
441.0,draw,2.15,3.1,3.6,7,4,4,5,4,11,57,66,72,66,-8,-4
442.0,draw,1.8,3.4,4.75,5,4,4,1,4,10,47,46,62,66,-19,-17
443.0,home win,1.8,3.5,4.5,3,5,2,2,6,8,60,34,56,71,10,-7
444.0,home win,2.75,3.2,2.6,13,13,13,11,2,4,56,72,57,44,-15,13
445.0,away win,9.0,6.5,1.25,7,13,10,14,10,0,64,81,56,36,-2,27
446.0,away win,2.38,3.2,3.0,9,5,8,5,6,6,54,76,63,57,12,4
447.0,home win,2.5,3.25,2.8,5,5,6,8,7,8,39,81,49,71,6,11
448.0,home win,1.2,6.5,15.0,9,4,18,4,9,5,93,47,65,53,4,-6
449.0,home win,1.4,4.4,8.0,12,4,8,6,6,13,63,41,39,71,9,-7
450.0,away win,2.2,3.3,3.3,4,6,2,8,9,10,37,66,73,64,-3,-5
451.0,draw,1.91,3.6,3.75,1,8,1,8,10,8,43,60,62,68,2,14
452.0,home win,1.1,9.0,21.0,13,6,15,6,0,5,79,53,41,60,21,-19
453.0,away win,3.25,3.0,2.38,3,6,3,4,8,4,42,60,66,50,-10,8
454.0,away win,13.0,7.5,1.17,5,12,4,21,10,5,49,93,70,58,-26,7
455.0,home win,1.33,4.75,9.5,10,8,10,7,6,5,76,45,42,49,18,10
456.0,away win,3.6,3.4,2.05,4,12,6,10,12,6,57,66,77,42,-12,12
457.0,home win,4.5,3.4,1.83,3,13,5,13,15,3,38,48,75,59,-12,-18
458.0,home win,1.33,5.0,9.0,8,8,8,6,6,5,78,62,52,66,4,-5
459.0,away win,1.53,4.0,6.0,2,4,4,2,8,8,81,52,62,49,9,5
460.0,home win,1.44,4.5,6.0,8,4,7,4,7,15,51,50,61,73,10,-4
461.0,away win,3.3,3.25,2.2,7,2,5,2,6,9,60,53,72,51,-13,13
462.0,draw,3.4,3.2,2.2,2,1,3,3,9,8,39,74,62,65,-11,10
463.0,draw,2.1,3.1,3.75,6,3,6,2,7,10,43,37,83,67,-24,-10
464.0,home win,2.38,3.75,3.0,15,13,25,16,3,0,93,91,60,42,4,26
465.0,home win,1.36,4.75,8.5,10,1,10,3,5,12,45,57,62,73,-15,-9
466.0,draw,1.91,3.4,4.0,8,3,6,7,4,15,44,45,58,69,-2,-18
467.0,away win,7.0,3.75,1.53,7,10,4,10,7,5,61,87,50,28,4,29
468.0,home win,1.83,3.5,4.33,8,9,6,7,5,7,50,60,48,61,-4,-3
469.0,home win,2.0,3.4,3.75,12,10,10,10,6,6,64,81,47,53,7,10
470.0,away win,2.2,3.1,3.5,4,7,5,4,7,5,36,60,66,55,-28,-8
471.0,home win,1.18,6.5,15.0,12,3,9,3,3,7,81,37,34,54,33,-13
472.0,away win,1.13,8.5,17.0,10,10,12,8,3,5,90,59,51,47,29,20
473.0,away win,12.0,7.0,1.2,1,15,2,20,11,2,42,92,61,62,-7,-3
474.0,away win,2.2,3.4,3.2,2,10,3,8,7,3,59,59,59,45,3,4
475.0,home win,2.4,3.3,2.9,5,12,3,9,8,6,46,57,55,49,15,11
476.0,home win,2.63,3.1,2.75,1,8,4,4,13,2,50,47,77,54,-14,4
477.0,home win,2.4,3.1,3.1,4,4,4,3,13,6,45,54,69,56,-8,-11
478.0,away win,2.1,3.4,3.4,7,10,7,10,6,6,73,50,51,58,3,-8
479.0,away win,2.05,3.2,3.8,9,4,5,5,7,8,60,42,60,76,0,-22
480.0,draw,2.25,3.1,3.4,3,4,5,5,8,7,43,40,53,71,-12,-21
481.0,away win,17.0,7.5,1.14,4,9,4,12,7,4,62,99,48,55,0,27
482.0,draw,1.57,3.8,6.0,10,1,7,2,4,14,58,45,61,69,7,-10
483.0,draw,2.0,3.2,4.0,10,4,6,5,4,9,70,51,54,69,-4,-14
484.0,home win,1.57,3.75,6.0,12,6,9,7,3,9,59,43,40,77,7,-23
485.0,home win,1.05,15.0,26.0,15,6,19,5,1,9,87,61,63,60,-8,10
486.0,draw,3.1,3.2,2.3,5,6,3,7,4,8,52,72,59,50,8,2
487.0,draw,1.25,5.5,12.0,9,4,8,5,7,14,42,46,50,75,8,-9
488.0,home win,4.33,3.6,1.8,2,12,3,12,7,5,56,78,46,36,13,24
489.0,draw,1.62,4.0,5.25,10,8,10,3,7,6,39,47,70,44,-15,10
490.0,home win,1.8,3.5,4.5,8,5,3,4,6,5,38,59,42,58,8,5
491.0,home win,1.44,4.2,7.5,9,15,9,11,7,3,71,64,43,38,21,9
492.0,home win,1.2,7.0,11.0,9,10,8,9,5,4,98,53,52,55,21,11
493.0,away win,15.0,6.5,1.18,5,15,8,22,11,2,40,92,79,59,-21,-9
494.0,draw,3.4,3.25,2.15,5,4,5,4,6,7,38,49,70,43,-23,7
495.0,draw,2.0,3.2,4.0,5,3,5,5,8,8,48,47,69,55,-17,-9
496.0,home win,5.0,3.75,1.67,5,10,6,9,13,6,55,40,77,56,-8,-10
497.0,home win,2.7,3.3,2.55,3,8,4,6,14,4,63,59,69,55,10,7
498.0,home win,1.44,4.5,6.5,7,8,8,5,7,4,62,77,50,55,2,3
499.0,draw,2.0,3.3,3.8,2,1,2,4,8,9,44,53,67,58,-7,0
500.0,home win,1.7,3.75,5.0,5,5,4,5,5,8,53,59,44,63,5,-9
501.0,away win,1.62,4.0,5.5,8,4,5,5,2,12,58,36,53,85,7,-19
502.0,home win,1.67,3.7,5.5,2,7,3,5,8,11,57,52,54,80,3,-9
503.0,away win,2.88,3.1,2.63,7,11,5,6,5,2,74,41,55,31,-5,11
504.0,away win,10.0,6.0,1.29,12,15,10,21,5,2,51,92,41,63,8,-12
505.0,home win,1.18,7.0,17.0,12,6,11,4,5,2,63,42,41,71,17,-14
506.0,away win,4.33,3.6,1.85,3,7,6,7,9,7,47,61,54,50,-8,12
507.0,home win,1.44,4.5,7.5,7,3,6,1,8,6,39,60,64,53,3,-2
508.0,away win,6.0,4.33,1.53,7,9,7,11,7,6,51,96,47,40,-4,21
509.0,away win,2.38,3.4,3.0,1,6,2,5,7,12,40,58,76,65,-9,4
510.0,away win,1.4,4.5,9.0,13,3,7,5,2,9,36,50,41,56,6,0
511.0,away win,7.0,3.75,1.57,5,12,5,11,9,5,60,52,65,37,-12,8
512.0,away win,3.6,3.25,2.1,3,9,1,9,4,6,34,55,72,54,-14,0
513.0,home win,1.09,12.0,21.0,15,7,18,4,3,2,92,83,64,48,-8,28
514.0,home win,1.09,12.0,21.0,9,5,9,5,6,7,76,60,48,50,12,13
515.0,draw,3.9,3.4,2.0,3,7,2,7,10,5,60,55,58,43,-2,-6
516.0,away win,3.3,3.4,2.2,6,7,5,9,12,9,61,42,67,61,2,8
517.0,home win,1.67,3.75,5.5,7,8,7,6,7,3,54,52,51,41,9,2
518.0,home win,2.05,3.2,4.0,7,1,6,2,9,6,40,41,87,70,-24,-8
519.0,draw,2.6,3.1,2.9,7,4,6,4,8,6,57,72,69,50,-11,-3
520.0,away win,17.0,7.5,1.17,1,15,4,18,10,2,48,94,81,57,-8,-1
521.0,draw,2.2,3.2,3.5,5,8,5,7,8,6,50,69,64,61,-12,0
522.0,draw,13.0,6.5,1.22,5,12,5,13,6,4,66,75,54,33,0,9
523.0,home win,2.1,3.3,3.5,9,4,6,1,6,5,45,79,58,64,-3,20
524.0,home win,1.5,4.5,6.0,5,6,5,5,5,9,52,62,44,60,-8,9
525.0,away win,1.62,4.0,5.5,12,10,12,10,5,5,44,67,34,55,-4,16
526.0,home win,1.7,3.6,5.5,4,3,6,2,12,10,47,61,60,60,-1,-3
527.0,draw,1.4,4.5,9.0,7,9,8,10,8,10,45,50,61,93,3,-19
528.0,draw,2.5,3.2,3.0,7,10,5,6,6,3,57,45,58,41,-3,13
529.0,home win,2.25,3.2,3.4,2,5,1,4,5,8,43,60,64,57,-3,-5
530.0,away win,1.44,4.5,6.5,1,1,0,4,6,12,83,50,57,85,32,-17
531.0,home win,1.06,15.0,26.0,13,6,13,3,3,4,79,55,27,60,6,-12
532.0,away win,3.8,3.3,2.05,7,5,7,5,8,4,48,60,93,49,-19,3
533.0,draw,3.0,3.2,2.5,6,8,5,6,5,6,70,66,60,64,2,-9
534.0,away win,2.3,3.4,3.1,6,7,3,7,9,11,65,44,66,56,-4,-8
535.0,away win,3.6,3.1,2.25,8,9,6,8,4,4,48,39,51,33,20,2
536.0,away win,3.1,3.1,2.5,2,9,2,6,8,6,59,51,57,67,-1,-8
537.0,draw,2.38,3.1,3.3,3,3,3,3,8,5,57,54,54,68,-1,-3
538.0,home win,1.33,5.0,10.0,13,5,10,1,2,3,60,49,60,58,4,1
539.0,home win,1.2,6.5,17.0,12,6,11,5,3,5,40,65,26,48,1,2
540.0,draw,5.0,3.6,1.75,1,15,3,12,10,1,57,66,60,59,7,6
541.0,home win,3.2,3.1,2.4,4,7,1,7,6,8,53,48,59,48,-1,20
542.0,away win,1.53,4.1,6.5,9,4,6,4,6,10,55,48,69,86,-11,-31
543.0,home win,1.67,3.8,5.5,8,0,8,0,7,7,57,85,58,53,8,43
544.0,away win,1.85,3.4,4.75,9,7,9,6,11,7,40,49,63,88,-6,-20
545.0,away win,2.25,3.4,3.2,3,6,4,3,6,7,50,66,70,57,-8,-7
546.0,home win,9.0,5.25,1.33,6,13,5,16,6,2,58,77,71,28,-9,13
547.0,home win,5.5,4.33,1.57,7,15,6,18,4,3,62,91,53,62,8,4
548.0,home win,2.6,3.0,3.0,5,3,3,4,9,9,48,62,70,49,-21,1
549.0,draw,2.1,3.1,3.75,3,6,4,2,7,6,65,50,44,54,2,0
550.0,draw,2.7,3.2,2.7,0,10,0,7,7,3,87,56,54,62,43,-1
551.0,home win,2.3,3.1,3.4,10,3,8,4,4,6,51,47,84,76,-25,-3
552.0,draw,3.0,3.2,2.5,9,13,6,12,5,2,65,74,64,62,-4,6
553.0,home win,1.08,11.0,29.0,12,9,14,9,4,10,94,47,58,66,14,-1
554.0,away win,4.75,3.4,1.85,6,10,6,8,11,6,51,52,76,58,-32,0
555.0,away win,1.53,3.8,7.5,4,1,4,3,8,10,51,58,48,68,15,0
556.0,home win,1.57,4.33,5.5,10,12,11,11,2,3,78,42,32,32,14,1
557.0,draw,2.8,3.1,2.7,2,8,4,6,11,6,50,47,51,77,0,-9
558.0,away win,1.67,3.75,5.5,6,7,4,3,8,7,73,43,55,65,-2,-21
559.0,draw,2.6,3.0,3.0,10,10,4,9,5,5,41,55,76,62,-26,-12
560.0,home win,2.7,3.25,2.7,6,1,7,1,12,7,48,72,68,50,-5,38
561.0,away win,1.91,3.5,4.2,6,3,4,3,7,9,45,83,84,53,-17,1
562.0,home win,1.33,5.0,10.0,11,6,8,6,3,12,48,59,69,77,-10,-31
563.0,home win,1.67,3.8,5.5,11,1,11,3,3,9,73,56,64,42,5,21
564.0,home win,1.18,7.0,17.0,9,3,10,4,6,7,38,61,46,48,1,10
565.0,home win,2.2,3.2,3.6,4,4,5,3,8,5,53,58,69,47,-7,2
566.0,away win,13.0,6.5,1.22,3,12,4,13,6,4,40,93,80,59,0,21
567.0,away win,15.0,7.5,1.18,7,10,2,13,4,3,60,88,54,25,1,12
568.0,home win,1.73,3.6,5.25,13,10,9,6,1,4,62,66,61,52,1,-1
569.0,home win,1.25,6.0,12.0,9,6,10,4,6,8,46,84,43,52,3,-7
570.0,away win,21.0,8.0,1.14,8,12,4,14,6,3,48,96,67,53,-16,21
571.0,away win,19.0,7.0,1.17,7,10,6,12,6,2,60,87,74,29,-14,11
572.0,home win,1.75,3.6,4.75,6,8,4,5,4,4,43,44,72,62,-7,-15
573.0,home win,1.29,5.0,11.0,11,3,9,2,3,5,68,51,63,57,2,0
574.0,draw,2.05,3.2,3.75,1,7,3,5,10,6,52,62,54,42,7,-3
575.0,home win,1.7,3.5,5.25,9,6,7,6,7,10,60,53,56,75,6,-31
576.0,draw,2.2,3.2,3.4,7,2,2,3,7,8,53,57,60,51,-1,13
577.0,home win,2.2,3.3,3.4,13,13,10,6,4,0,54,53,68,56,-6,0
578.0,home win,2.88,3.2,2.5,2,1,3,1,8,5,41,66,88,45,3,31
579.0,away win,1.75,3.5,5.25,6,5,5,3,8,9,75,51,50,55,-6,2
580.0,home win,1.44,4.2,8.5,1,7,2,5,6,8,59,51,46,68,19,-23
581.0,away win,6.5,3.8,1.57,7,12,5,13,5,6,47,47,65,46,-10,1
582.0,home win,1.95,3.25,4.33,3,7,4,6,8,11,55,56,52,71,7,-13
583.0,home win,1.18,7.0,17.0,12,8,13,4,4,3,89,48,60,69,26,0
584.0,home win,2.38,3.1,3.3,6,4,5,5,9,9,46,50,78,72,-27,8
585.0,home win,1.2,7.0,13.0,12,11,18,9,2,3,76,76,31,63,11,10
586.0,away win,3.3,3.1,2.38,2,1,2,3,6,10,50,51,59,48,-2,10
587.0,home win,1.62,3.8,6.0,10,9,6,8,3,6,52,66,58,58,8,9
588.0,home win,2.63,3.2,2.8,5,13,5,10,7,5,58,53,39,59,-1,-14
589.0,home win,1.29,6.0,10.0,12,12,13,9,4,5,100,58,52,57,27,4
590.0,home win,2.15,3.25,3.6,8,7,5,6,7,7,54,50,51,63,2,-9
591.0,home win,2.88,3.4,2.45,12,15,12,14,6,3,50,95,53,56,5,17
592.0,home win,3.4,3.1,2.3,1,5,1,4,7,6,49,52,70,40,0,2
593.0,draw,2.5,3.25,2.9,7,4,4,3,6,5,53,59,84,50,-8,10
594.0,home win,1.3,5.25,11.0,8,5,8,4,6,7,70,56,72,45,1,17
595.0,away win,9.0,5.25,1.33,4,12,4,16,6,4,61,79,53,33,7,9
596.0,away win,2.25,3.1,3.5,7,6,5,5,4,9,52,54,71,71,-21,-9
597.0,away win,2.8,3.2,2.63,6,10,7,9,8,6,64,53,64,64,3,-19
598.0,home win,3.8,3.3,2.05,3,9,4,9,9,7,50,63,71,55,3,13
599.0,home win,2.6,3.2,2.8,7,6,5,5,10,7,52,70,66,56,-22,-2
600.0,draw,2.45,3.2,3.0,6,5,5,4,9,7,56,54,71,79,-3,-10
601.0,draw,2.9,3.1,2.63,5,4,4,6,7,10,55,64,49,64,16,10
602.0,away win,2.1,3.3,3.75,5,6,4,7,8,8,42,58,45,65,-1,5
603.0,home win,1.08,13.0,21.0,12,8,11,6,7,7,81,61,62,43,13,1
604.0,home win,1.36,5.0,9.0,6,4,8,4,9,6,60,61,54,67,9,-17
605.0,home win,1.05,15.0,34.0,15,4,21,4,5,5,81,50,42,61,7,-2
606.0,home win,3.8,3.25,2.1,5,12,4,13,5,5,55,54,47,47,7,3
607.0,home win,1.44,4.5,7.5,10,6,9,5,6,8,55,56,54,64,-16,5
608.0,home win,3.3,3.4,2.2,3,10,3,8,8,4,65,61,62,65,-1,-5
609.0,away win,2.15,3.1,3.8,4,9,4,5,8,8,42,52,63,59,-8,-18
610.0,home win,2.4,3.1,3.25,6,9,4,9,7,5,59,53,65,64,-1,3
611.0,home win,1.2,6.5,15.0,12,7,12,7,4,9,59,46,44,66,-6,-3
612.0,away win,1.11,10.0,21.0,15,4,23,3,4,9,82,46,42,42,8,4
613.0,away win,4.33,3.25,1.95,1,12,3,9,9,5,62,64,64,50,-20,-2
614.0,away win,3.3,3.2,2.3,7,7,6,5,9,4,63,55,51,53,2,5
615.0,home win,1.91,3.5,4.2,5,6,5,5,8,7,61,57,67,62,2,-5
616.0,away win,17.0,7.0,1.18,9,12,4,10,7,7,50,74,64,71,-12,12
617.0,home win,2.9,3.3,2.5,5,6,5,9,8,9,51,74,68,60,-3,14
618.0,home win,1.36,4.75,9.0,9,1,7,2,5,8,61,48,65,62,-3,-5
619.0,home win,2.3,3.1,3.4,3,5,4,3,10,6,46,46,66,49,-2,9
620.0,home win,1.57,3.8,6.5,6,0,9,3,7,10,49,59,71,75,-2,-15
621.0,draw,2.25,3.2,3.4,7,7,5,6,9,7,47,70,60,45,-3,5
622.0,away win,17.0,7.5,1.17,5,12,4,19,6,5,51,79,46,46,3,14
623.0,home win,1.75,3.6,5.0,7,9,4,6,7,5,53,63,49,52,-2,-3
624.0,home win,1.67,3.75,5.5,3,6,4,6,8,10,50,46,71,61,-8,-1
625.0,away win,3.25,3.1,2.38,0,8,1,6,8,6,52,69,69,53,-11,12
626.0,draw,1.2,7.0,13.0,12,9,10,6,6,5,78,63,59,64,11,-1
627.0,draw,3.0,3.2,2.45,6,12,11,13,10,4,81,56,64,48,15,1
628.0,home win,1.57,4.0,6.0,12,8,8,9,4,10,66,58,53,73,-10,-12
629.0,draw,1.5,4.2,7.0,10,6,7,3,3,9,60,39,52,72,12,-15
630.0,home win,2.05,3.3,4.0,6,0,8,1,13,8,45,49,59,63,-1,-8
631.0,home win,7.0,4.75,1.44,10,10,6,7,5,6,71,77,51,60,7,10
632.0,home win,2.05,3.4,3.8,7,8,4,5,4,6,40,48,71,67,-17,-5
633.0,home win,2.9,3.2,2.6,4,9,3,6,7,8,56,61,49,48,7,5
634.0,away win,3.8,3.4,2.05,7,4,4,8,5,8,82,72,50,68,4,16
635.0,draw,1.62,3.75,6.0,10,12,10,7,3,3,53,72,51,51,-8,-2
636.0,home win,1.05,15.0,34.0,12,6,16,7,6,7,83,53,50,69,14,-2
637.0,home win,2.2,3.3,3.4,5,6,8,7,12,7,47,43,83,78,-20,-8
638.0,home win,1.95,3.5,4.0,7,11,6,7,6,2,57,64,78,46,-10,19
639.0,away win,2.4,3.1,3.2,0,6,2,6,9,7,59,60,74,61,-5,-8
640.0,home win,1.44,4.5,8.0,13,4,8,5,3,8,65,84,46,50,-5,11
641.0,away win,2.1,3.4,3.6,8,10,7,5,6,5,58,63,50,54,12,0
642.0,away win,19.0,8.5,1.14,0,12,1,19,7,5,52,83,67,48,-5,11
643.0,draw,3.8,3.1,2.15,6,8,5,8,5,3,47,53,66,43,-4,-5
644.0,home win,2.0,3.3,4.0,6,4,7,3,11,7,49,56,75,49,-8,6
645.0,draw,4.0,3.3,2.0,5,10,4,8,7,4,45,60,70,72,-9,-3
646.0,home win,1.57,3.75,7.0,6,0,5,3,9,10,53,69,52,70,-4,0
647.0,home win,1.06,13.0,34.0,7,9,5,10,6,12,76,47,51,59,20,-3
648.0,home win,1.4,4.75,8.0,7,10,11,5,9,3,68,50,69,66,10,-8
649.0,away win,2.3,3.2,3.3,9,8,8,8,7,8,63,49,67,66,-4,-12
650.0,away win,3.8,3.4,2.0,7,13,3,8,6,2,46,68,67,42,-5,0
651.0,home win,1.5,4.0,7.5,13,3,5,2,1,6,60,47,51,74,-3,-8
652.0,home win,1.33,5.0,10.0,6,6,4,6,3,7,50,59,46,68,-3,-7
653.0,draw,1.95,3.25,4.33,4,0,4,1,8,7,56,61,56,64,3,0
654.0,away win,3.3,3.3,2.25,6,7,6,7,13,7,44,62,77,55,-6,11
655.0,home win,2.5,3.4,2.8,9,9,10,6,10,5,54,68,68,45,-7,-8
656.0,home win,1.67,4.5,4.5,12,10,16,7,3,2,76,94,46,42,8,25
657.0,draw,2.6,3.25,2.8,1,7,3,4,10,3,74,45,62,67,9,-10
658.0,home win,1.62,3.75,6.0,10,0,8,2,7,10,52,59,68,81,-9,1
659.0,away win,2.05,3.4,3.75,8,10,6,13,4,7,69,71,71,65,-1,10
660.0,away win,2.5,3.3,2.9,1,9,1,9,6,10,47,52,75,65,-4,-4
661.0,away win,2.1,3.25,3.75,2,6,1,6,6,9,45,48,86,76,-11,-7
662.0,away win,9.5,4.5,1.4,0,9,3,6,10,1,60,55,82,37,4,9
663.0,draw,1.95,3.4,4.2,9,12,6,9,4,6,57,64,50,70,-18,-5
664.0,home win,1.75,3.75,4.75,10,15,12,7,7,2,62,69,78,47,-3,0
665.0,away win,7.5,5.0,1.4,7,12,6,13,7,4,65,75,54,54,4,6
666.0,home win,2.25,3.1,3.6,6,2,6,3,8,8,54,73,70,52,-7,9
667.0,home win,1.08,11.0,29.0,7,4,6,4,4,8,90,62,44,50,28,5
668.0,draw,2.05,3.5,3.6,13,8,11,6,2,4,65,83,39,67,-5,5
669.0,draw,1.67,3.6,5.75,5,4,2,2,3,10,46,47,64,59,-3,-3
670.0,home win,1.3,5.25,11.0,9,10,5,6,1,4,54,56,39,66,7,-9
671.0,home win,3.25,3.1,2.38,1,7,2,6,7,5,49,59,67,48,1,-1
672.0,away win,4.5,3.6,1.83,6,13,8,11,9,3,54,54,75,75,-9,-9
673.0,home win,1.05,13.0,41.0,15,2,14,2,3,7,76,45,50,92,-3,-8
674.0,draw,3.5,3.0,2.3,4,4,4,4,15,8,63,64,70,52,-1,6
675.0,draw,1.75,3.4,5.5,2,0,4,2,8,10,68,60,55,73,4,-2
676.0,away win,13.0,7.0,1.2,12,7,11,13,10,5,60,102,58,51,3,32
677.0,draw,2.4,3.4,2.8,12,11,6,9,4,1,64,61,51,33,-6,-5
678.0,away win,2.3,3.1,3.25,5,6,3,6,9,8,51,55,47,68,2,0
679.0,away win,1.55,3.6,7.0,6,6,5,2,4,2,67,40,70,62,4,-6
680.0,home win,2.4,3.1,3.2,1,5,2,4,11,13,41,61,86,66,-13,-4
681.0,home win,1.73,3.6,4.75,4,9,4,7,8,10,65,67,53,65,7,7
682.0,draw,3.8,3.4,2.0,4,11,3,7,4,1,57,57,46,35,-4,7
683.0,home win,1.06,13.0,34.0,9,4,14,3,4,6,94,51,62,68,19,4
684.0,draw,5.0,4.5,1.55,15,15,13,15,4,2,53,79,85,46,-24,5
685.0,away win,2.3,3.1,3.3,1,4,3,2,10,9,60,60,69,45,-7,11
686.0,home win,2.5,3.2,2.88,6,10,4,6,2,5,42,63,53,52,-7,-2
687.0,draw,3.6,3.3,2.05,9,5,5,4,5,6,54,65,68,59,-5,15
688.0,draw,1.8,3.6,4.5,10,2,6,5,4,9,57,51,59,61,1,1
689.0,home win,1.33,5.0,8.5,9,6,8,7,2,7,49,63,37,74,-14,3
690.0,draw,2.88,3.1,2.6,3,9,5,5,9,1,62,38,73,53,3,0
691.0,home win,1.67,3.75,5.5,7,7,5,4,6,5,67,51,44,59,0,0
692.0,home win,1.22,7.0,12.0,13,11,11,10,3,1,77,59,50,40,4,-8
693.0,away win,4.5,3.5,1.85,3,11,4,8,7,2,52,60,59,43,-1,-3
